"","Artists_names","titles","links"
"1610","John Maxwell","Standing Female Nude (1925-1926)","https://collections.ed.ac.uk/art/record/93357?highlight=*:*"
"1611","Greta Grendaite","Untitled (2002-2007)","https://collections.ed.ac.uk/art/record/99897?highlight=*:*"
"1612","Ursula Giles","Self Portrait","https://collections.ed.ac.uk/art/record/22728?highlight=*:*"
"1613","George Bain","Unknown (1901)","https://collections.ed.ac.uk/art/record/50458?highlight=*:*"
"1614","Aristodemo Costoli","Head of Lorenzo de' Medici (Circa 1836)","https://collections.ed.ac.uk/art/record/20541?highlight=*:*"
"1615","Iona Murray","Untitled - Woman with Bun (1963)","https://collections.ed.ac.uk/art/record/99401?highlight=*:*"
"1616","Emma Gillies","Espresso Saucer","https://collections.ed.ac.uk/art/record/53688?highlight=*:*"
"1617","Derek Shiel","Four Standing Male Nudes (1960)","https://collections.ed.ac.uk/art/record/20816?highlight=*:*"
"1618","Eric Forrest","Unknown (1948)","https://collections.ed.ac.uk/art/record/50586?highlight=*:*"
"1619","Muriel Davidson","Unknown","https://collections.ed.ac.uk/art/record/53474?highlight=*:*"
"1620","George Bain","Unknown (1901)","https://collections.ed.ac.uk/art/record/50457?highlight=*:*"
"1621","Margaret C. Ogilvy","Unknown (1947)","https://collections.ed.ac.uk/art/record/50494?highlight=*:*"
"1622","James P W Syme","Landscape (1952)","https://collections.ed.ac.uk/art/record/20839?highlight=*:*"
"1623",NA,"Riders from the West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20670?highlight=*:*"
"1624","Frances Walker","Portrait of Seated Man in Uniform Holding Pipe (1952)","https://collections.ed.ac.uk/art/record/20847?highlight=*:*"
"1625","James P W Syme","Reclining Nude (1952)","https://collections.ed.ac.uk/art/record/20840?highlight=*:*"
"1626","Unknown","Three Street Views","https://collections.ed.ac.uk/art/record/21176?highlight=*:*"
"1627","Michael Lennox","Car Interior","https://collections.ed.ac.uk/art/record/21495?highlight=*:*"
"1628","Elise Brown","Standing Male Nude (1960s)","https://collections.ed.ac.uk/art/record/21277?highlight=*:*"
"1629","Alan Dempster","Still Life with Peonies","https://collections.ed.ac.uk/art/record/20746?highlight=*:*"
"1630","Anne Redpath","Small Classical Head, possibly Apollo","https://collections.ed.ac.uk/art/record/20605?highlight=*:*"
"1631","Dorothy Durward","Reclining Female Nude (1958)","https://collections.ed.ac.uk/art/record/21142?highlight=*:*"
"1632","Paul Furneaux","Face on Water","https://collections.ed.ac.uk/art/record/21747?highlight=*:*"
"1633","Julia A M Barnard","Untitled - Woman in Pigtails (1965)","https://collections.ed.ac.uk/art/record/99382?highlight=*:*"
"1634","Paul Furneaux","Running goddess from east pediment of the Parthenon","https://collections.ed.ac.uk/art/record/20636?highlight=*:*"
"1635","Joanna [Coffin?]","Portrait of a Man Seated","https://collections.ed.ac.uk/art/record/21517?highlight=*:*"
"1636","Unknown","Untitled (1991)","https://collections.ed.ac.uk/art/record/21871?highlight=*:*"
"1637","H Rogers","Cryptogam (1991)","https://collections.ed.ac.uk/art/record/21794?highlight=*:*"
"1638","Kirkland Main","Woman with Pink Hair","https://collections.ed.ac.uk/art/record/21476?highlight=*:*"
"1639","Vivien Alexander","Seated Female Nude (1964)","https://collections.ed.ac.uk/art/record/21167?highlight=*:*"
"1640","Emma Gillies","Study for completed image (1960)","https://collections.ed.ac.uk/art/record/50624?highlight=*:*"
"1641","Johan Wahlgren","Leopard","https://collections.ed.ac.uk/art/record/122123?highlight=*:*"
"1642","Laura McPherson","Untitled (2007)","https://collections.ed.ac.uk/art/record/99980?highlight=*:*"
"1643",NA,"Untitled - Portrait of Girl in Glasses (1965)","https://collections.ed.ac.uk/art/record/99389?highlight=*:*"
"1644","Roy M. W. Cameron","Untitled","https://collections.ed.ac.uk/art/record/112350?highlight=*:*"
"1645","Norman Thom","Lovers and birds (1963)","https://collections.ed.ac.uk/art/record/99418?highlight=*:*"
"1646","F. Milner","Untitled (1962)","https://collections.ed.ac.uk/art/record/21761?highlight=*:*"
"1647","Reinhard Behrens","Camp II (1982)","https://collections.ed.ac.uk/art/record/99465?highlight=*:*"
"1648","Jan Vaibaraite","Portrait of the sad bed (2002)","https://collections.ed.ac.uk/art/record/99989?highlight=*:*"
"1649","Edith Fraser","Seated Female Nude (1954)","https://collections.ed.ac.uk/art/record/21249?highlight=*:*"
"1650","John Houston","Standing Male Nude (Circa 1952)","https://collections.ed.ac.uk/art/record/21350?highlight=*:*"
"1651","Unknown","Altarpiece of the Coronation of the Virgin","https://collections.ed.ac.uk/art/record/20563?highlight=*:*"
"1652","Anthony Benjamin","3.a Clarendon serif","https://collections.ed.ac.uk/art/record/21670?highlight=*:*"
"1653","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99858?highlight=*:*"
"1654","Jacqueline A N Stieger","Colourful Landscape with Monoliths (1959)","https://collections.ed.ac.uk/art/record/20824?highlight=*:*"
"1655","Roger Cameron","Portrait of a Woman (1963)","https://collections.ed.ac.uk/art/record/21319?highlight=*:*"
"1656","John Brown","Snowed Under (1998)","https://collections.ed.ac.uk/art/record/21863?highlight=*:*"
"1657","Gwyneth M. Leech","Forth Shore II (1985)","https://collections.ed.ac.uk/art/record/21801?highlight=*:*"
"1658","Carol Handyside","Untitled (1963)","https://collections.ed.ac.uk/art/record/99841?highlight=*:*"
"1659","Andrew Restall","Seated Female Nude (1953)","https://collections.ed.ac.uk/art/record/20946?highlight=*:*"
"1660","Alexander Cree","Portrait - Male","https://collections.ed.ac.uk/art/record/22697?highlight=*:*"
"1661","Dr Ainslie Yule","Untitled","https://collections.ed.ac.uk/art/record/99535?highlight=*:*"
"1662","Vivien Alexander","Untitled - Abstract Cathedral (1961)","https://collections.ed.ac.uk/art/record/99385?highlight=*:*"
"1663","Jennifer C. Lindsay","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21877?highlight=*:*"
"1664","Gordon Bryce","Portrait of Joe (1965)","https://collections.ed.ac.uk/art/record/99279?highlight=*:*"
"1665","Unknown","Abstract on Blue*","https://collections.ed.ac.uk/art/record/22536?highlight=*:*"
"1666","Derek Reid","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21642?highlight=*:*"
"1667","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53602?highlight=*:*"
"1668","Geoffrey J Roper","Untitled - Nighttime Scene of the City and River (1962)","https://collections.ed.ac.uk/art/record/99370?highlight=*:*"
"1669","Leonard I. H. Gray","Unknown","https://collections.ed.ac.uk/art/record/53484?highlight=*:*"
"1670","Jane Strachen","Untitled","https://collections.ed.ac.uk/art/record/20758?highlight=*:*"
"1671","Elizabeth Gourlay","Untitled (1983)","https://collections.ed.ac.uk/art/record/21595?highlight=*:*"
"1672","V. Constant","Abstract","https://collections.ed.ac.uk/art/record/111445?highlight=*:*"
"1673","Katherine Keil","Untitled (1977)","https://collections.ed.ac.uk/art/record/21618?highlight=*:*"
"1674","Adam Hogg","Portrait of Man in a Hat (1951)","https://collections.ed.ac.uk/art/record/21239?highlight=*:*"
"1675","James Fleming","Untitled (1969)","https://collections.ed.ac.uk/art/record/22489?highlight=*:*"
"1676","Boris Bućan","29 Split Summer Festival (1983)","https://collections.ed.ac.uk/art/record/22041?highlight=*:*"
"1677","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50433?highlight=*:*"
"1678","Gordon Bryce","Untitled - Figure Drawing of Semi-Nude Male with Water Jug (1964)","https://collections.ed.ac.uk/art/record/99284?highlight=*:*"
"1679","Morag A. MacDonald","Alligator","https://collections.ed.ac.uk/art/record/22575?highlight=*:*"
"1680","Emma Gillies","Lid","https://collections.ed.ac.uk/art/record/122076?highlight=*:*"
"1681","Thomas Kim Redpath","Portrait of a Woman's Head (1949)","https://collections.ed.ac.uk/art/record/20781?highlight=*:*"
"1682","Catherine A. MacLean","Bearded Man Sitting (Circa 1973)","https://collections.ed.ac.uk/art/record/22621?highlight=*:*"
"1683","Alexander Cree","Unknown (1949)","https://collections.ed.ac.uk/art/record/50543?highlight=*:*"
"1684","Zygmunt Bukowski","Cat (1950)","https://collections.ed.ac.uk/art/record/21323?highlight=*:*"
"1685","J Guthrie","Portrait of a Bearded Man (1950s)","https://collections.ed.ac.uk/art/record/20975?highlight=*:*"
"1686","Jessie May Stirling","Standing Male Nude","https://collections.ed.ac.uk/art/record/20834?highlight=*:*"
"1687","Eduardo Luigi Paolozzi KBE, RA","From Early Italian Poets (1974-1976)","https://collections.ed.ac.uk/art/record/21001?highlight=*:*"
"1688","Helen Gibbs","Unknown","https://collections.ed.ac.uk/art/record/50387?highlight=*:*"
"1689","Laura Nye","Unknown (1953)","https://collections.ed.ac.uk/art/record/53571?highlight=*:*"
"1690","Adam Robson","Standing Male Nude with staff (1949-1952)","https://collections.ed.ac.uk/art/record/20812?highlight=*:*"
"1691","Victoria A. James","Untitled - Sitting Figure (1992)","https://collections.ed.ac.uk/art/record/99462?highlight=*:*"
"1692","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53509?highlight=*:*"
"1693","Rumi Augusta Nogua","Music is art that colour your life with feelings (1999)","https://collections.ed.ac.uk/art/record/102742?highlight=*:*"
"1694","Emma Gillies","Jug","https://collections.ed.ac.uk/art/record/122072?highlight=*:*"
"1695","Patricio Esteban Briceno","Untitled (2007)","https://collections.ed.ac.uk/art/record/99964?highlight=*:*"
"1696","Emma Gillies","Espresso Saucer","https://collections.ed.ac.uk/art/record/53682?highlight=*:*"
"1697","Firth","Portrait of a Man","https://collections.ed.ac.uk/art/record/21327?highlight=*:*"
"1698","David Hosie","Untitled (1986)","https://collections.ed.ac.uk/art/record/99529?highlight=*:*"
"1699","Karen Guthrie","Coast of Aubrey, Largs (1990)","https://collections.ed.ac.uk/art/record/21686?highlight=*:*"
"1700","Hugh Deans","Unknown (1960)","https://collections.ed.ac.uk/art/record/53576?highlight=*:*"
"1701","Asuka Ohsawa","Birds & Peonies (2002)","https://collections.ed.ac.uk/art/record/99940?highlight=*:*"
"1702","John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA","Portrait of a Woman (1956)","https://collections.ed.ac.uk/art/record/21191?highlight=*:*"
"1703","Sarti","Crouching Venus (1834)","https://collections.ed.ac.uk/art/record/20572?highlight=*:*"
"1704","W. Douglas","Untitled (1963)","https://collections.ed.ac.uk/art/record/21768?highlight=*:*"
"1705","L Braque","Portrait of a Woman (1953)","https://collections.ed.ac.uk/art/record/21199?highlight=*:*"
"1706","Tim Stott","Car Crash","https://collections.ed.ac.uk/art/record/93373?highlight=*:*"
"1707","D Stewart Lowdon","Portrait of a Woman (1954)","https://collections.ed.ac.uk/art/record/21214?highlight=*:*"
"1708","Jean Richie","Reclining Female Nude (1960)","https://collections.ed.ac.uk/art/record/20789?highlight=*:*"
"1709","Allison E Sharpe","Horses and men (facing left)","https://collections.ed.ac.uk/art/record/20659?highlight=*:*"
"1710","Rachel Hill","Posts in the Landscape (01 May 1985)","https://collections.ed.ac.uk/art/record/21469?highlight=*:*"
"1711","Robert Hamilton Dalrymple","Untitled (2014)","https://collections.ed.ac.uk/art/record/47449?highlight=*:*"
"1712","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53532?highlight=*:*"
"1713",NA,"Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21683?highlight=*:*"
"1714","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53625?highlight=*:*"
"1715","Unknown","Head of a Young Girl, 1465","https://collections.ed.ac.uk/art/record/20570?highlight=*:*"
"1716","Peter Pretsell","Street Scene (1964)","https://collections.ed.ac.uk/art/record/21419?highlight=*:*"
"1717","Peter McGinn","Seated Skeleton (Circa 1955)","https://collections.ed.ac.uk/art/record/21087?highlight=*:*"
"1718","Garry Marshall","Untitled","https://collections.ed.ac.uk/art/record/112341?highlight=*:*"
"1719","Unknown","Male Nude, possibly Hermes (with bubbly feet)","https://collections.ed.ac.uk/art/record/20603?highlight=*:*"
"1720","V Brutt","Portrait of a Woman (1959)","https://collections.ed.ac.uk/art/record/20974?highlight=*:*"
"1721","Unknown","Standing Female Nude","https://collections.ed.ac.uk/art/record/21261?highlight=*:*"
"1722","Robin Forrester","Replica cast (white) of of GE33","https://collections.ed.ac.uk/art/record/20652?highlight=*:*"
"1723",NA,"Portrait of a Seated Woman (1961)","https://collections.ed.ac.uk/art/record/21295?highlight=*:*"
"1724","Brian D. Henderson","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/20973?highlight=*:*"
"1725","Emma Gillies","Interior (Circa 1975)","https://collections.ed.ac.uk/art/record/22623?highlight=*:*"
"1726","Robert S. Crozier","Jug","https://collections.ed.ac.uk/art/record/53623?highlight=*:*"
"1727","Vivian Hinkley","Standing Female Nude at Mirror (1962)","https://collections.ed.ac.uk/art/record/22663?highlight=*:*"
"1728","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21858?highlight=*:*"
"1729","Reinhard Behrens","Abstract in Yellow and Black (1991)","https://collections.ed.ac.uk/art/record/22630?highlight=*:*"
"1730","Lindsey Edghill","Scapa Flow (Unknown)","https://collections.ed.ac.uk/art/record/21665?highlight=*:*"
"1731","Unknown","Untitled (2002)","https://collections.ed.ac.uk/art/record/99943?highlight=*:*"
"1732","John Fraser","Unknown","https://collections.ed.ac.uk/art/record/53503?highlight=*:*"
"1733",NA,"Untitled (1962)","https://collections.ed.ac.uk/art/record/99819?highlight=*:*"
"1734","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50383?highlight=*:*"
"1735","James Bowman","Unknown (1950)","https://collections.ed.ac.uk/art/record/50609?highlight=*:*"
"1736","Margaret Lowengrund","Milkweed (1952)","https://collections.ed.ac.uk/art/record/21676?highlight=*:*"
"1737","Alan Davie","Fox Watch No.1 (1970)","https://collections.ed.ac.uk/art/record/21695?highlight=*:*"
"1738","Jo Ganter","Near Limoges (1986)","https://collections.ed.ac.uk/art/record/21963?highlight=*:*"
"1739","Anne Slater","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21797?highlight=*:*"
"1740","Arthur J Baglee","Untitled - Self-Portrait (1968)","https://collections.ed.ac.uk/art/record/99381?highlight=*:*"
"1741","Helen G. S Forde","Untitled (1966)","https://collections.ed.ac.uk/art/record/99812?highlight=*:*"
"1742","Jean Richie","Reclining Male Nude (1957)","https://collections.ed.ac.uk/art/record/20788?highlight=*:*"
"1743","Ciaran O'Nuallian","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99971?highlight=*:*"
"1744","Alan Davie","Munich Olympics (1972)","https://collections.ed.ac.uk/art/record/21536?highlight=*:*"
"1745","Emma Gillies","Teapot","https://collections.ed.ac.uk/art/record/53744?highlight=*:*"
"1746","Dorothy M. Peach","Untitled","https://collections.ed.ac.uk/art/record/20661?highlight=*:*"
"1747","Joan Rutie","Travelling (Nov 1947)","https://collections.ed.ac.uk/art/record/21737?highlight=*:*"
"1748","John Bellany","Filtrate (1991)","https://collections.ed.ac.uk/art/record/21967?highlight=*:*"
"1749","Unknown","Composition unified by blue using under colour orange (1962)","https://collections.ed.ac.uk/art/record/20777?highlight=*:*"
"1750","Moyna Flannigan","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21782?highlight=*:*"
"1751","Patrick McKenzie Smith","Untitled (1983-1984)","https://collections.ed.ac.uk/art/record/21915?highlight=*:*"
"1752","Emma Gillies","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21614?highlight=*:*"
"1753",NA,"Jug","https://collections.ed.ac.uk/art/record/53740?highlight=*:*"
"1754","William O. Little","Untitled - Still Life of Kitchen Table in Orange (1963)","https://collections.ed.ac.uk/art/record/99269?highlight=*:*"
"1755","Ian Patterson","Unknown (1964)","https://collections.ed.ac.uk/art/record/53582?highlight=*:*"
"1756","Unknown","Replica cast (white) of Partheonon slab GE31","https://collections.ed.ac.uk/art/record/20655?highlight=*:*"
"1757","Emma Gillies","Barrel Vessel Lid","https://collections.ed.ac.uk/art/record/122071?highlight=*:*"
"1758","Gavin Stuart","Head of a Woman (1948)","https://collections.ed.ac.uk/art/record/20827?highlight=*:*"
"1759","Richard Florsheim","Sea Shore (Unknown)","https://collections.ed.ac.uk/art/record/21662?highlight=*:*"
"1760","John Hunter","Portrait of a Man","https://collections.ed.ac.uk/art/record/21041?highlight=*:*"
"1761","Brent D. Millar","Untitled (1972)","https://collections.ed.ac.uk/art/record/22572?highlight=*:*"
"1762","Jane V Hyslop","Stadium (1987-1988)","https://collections.ed.ac.uk/art/record/21457?highlight=*:*"
"1763","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53643?highlight=*:*"
"1764","Ian R McRobbie","Portrait of a Woman (Circa 1939)","https://collections.ed.ac.uk/art/record/21138?highlight=*:*"
"1765","Isobel T Johnstone","Untitled - Life Drawing of a Bearded Man in Brown Jacket (1967)","https://collections.ed.ac.uk/art/record/99252?highlight=*:*"
"1766","Sheena Page","Portrait of a Man (1948)","https://collections.ed.ac.uk/art/record/21071?highlight=*:*"
"1767","Graeme Murray","Untitled - Two Abstract Melting Faces (1985-1986)","https://collections.ed.ac.uk/art/record/99335?highlight=*:*"
"1768","Emma Gillies","Espresso Cup","https://collections.ed.ac.uk/art/record/53700?highlight=*:*"
"1769","Edward Stratton","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21800?highlight=*:*"
"1770","James T Carlyle","Portrait of a Woman (1962)","https://collections.ed.ac.uk/art/record/21282?highlight=*:*"
"1771","Mollie E N Langlands","Standing Nude (1952)","https://collections.ed.ac.uk/art/record/21018?highlight=*:*"
"1772","Lesley A. Crave","Untitled (11 Nov 1977)","https://collections.ed.ac.uk/art/record/21885?highlight=*:*"
"1773","John Muench","Sea Harvest (1953)","https://collections.ed.ac.uk/art/record/21753?highlight=*:*"
"1774","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53632?highlight=*:*"
"1775","Emma Gillies","Oval plate","https://collections.ed.ac.uk/art/record/53730?highlight=*:*"
"1776","Marjorie Wallace","Unknown (1947-1948)","https://collections.ed.ac.uk/art/record/50443?highlight=*:*"
"1777","Lawrence Roche","Untitled (1967)","https://collections.ed.ac.uk/art/record/21758?highlight=*:*"
"1778","Alexander Wilson","Unknown (1963)","https://collections.ed.ac.uk/art/record/53592?highlight=*:*"
"1779","Susan Alexander","Small Cheeseplant","https://collections.ed.ac.uk/art/record/50403?highlight=*:*"
"1780","Robert M E Callender","Portrait of Woman in a Hat (1958)","https://collections.ed.ac.uk/art/record/21326?highlight=*:*"
"1781","Denness Morton","Abstracted Guitar Player (1960)","https://collections.ed.ac.uk/art/record/21082?highlight=*:*"
"1782","Aisling Ward","Performing Labour (2020)","https://collections.ed.ac.uk/art/record/113780?highlight=*:*"
"1783","Norma G Reid","Men at Work (1947-1948)","https://collections.ed.ac.uk/art/record/20829?highlight=*:*"
"1784","Susan Alexander","Four Orchids","https://collections.ed.ac.uk/art/record/50408?highlight=*:*"
"1785","Kellar","Portrait of a Seated Woman (1962)","https://collections.ed.ac.uk/art/record/21293?highlight=*:*"
"1786","David [Unknown]","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21990?highlight=*:*"
"1787","Alexandra Bennett","Portrait of a Woman Wearing a Hat (1951)","https://collections.ed.ac.uk/art/record/21232?highlight=*:*"
"1788","Stephanie Maclean","Whitey 1.1 (2015)","https://collections.ed.ac.uk/art/record/53780?highlight=*:*"
"1789","Jennifer M. Hughes","Female Faces, Lips and Dots (Circa 1960)","https://collections.ed.ac.uk/art/record/22531?highlight=*:*"
"1790","Unknown","Unknown (Circa 1890)","https://collections.ed.ac.uk/art/record/50465?highlight=*:*"
"1791","Ann F Ward","Untitled - Abstract Still Life of Flowers and Fruit (1963)","https://collections.ed.ac.uk/art/record/99351?highlight=*:*"
"1792","Vivian Chapman","Untitled (1946)","https://collections.ed.ac.uk/art/record/21734?highlight=*:*"
"1793","Denness Morton","Seated Female Nude (1959)","https://collections.ed.ac.uk/art/record/20888?highlight=*:*"
"1794","Norma Forrest","Unknown (1946)","https://collections.ed.ac.uk/art/record/50590?highlight=*:*"
"1795","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21789?highlight=*:*"
"1796","Teruo Isomi","The Stone of Orkney (2012)","https://collections.ed.ac.uk/art/record/21366?highlight=*:*"
"1797","B. J. Chambers Crabtree","Unknown (1950)","https://collections.ed.ac.uk/art/record/50513?highlight=*:*"
"1798","Unknown","Smocking diagrams and samples","https://collections.ed.ac.uk/art/record/102667?highlight=*:*"
"1799","Winsome Douglass","Embroidered panel","https://collections.ed.ac.uk/art/record/113832?highlight=*:*"
"1800","Emma Gillies","Espresso Saucer","https://collections.ed.ac.uk/art/record/53687?highlight=*:*"
"1801","Colin Adams","Border Fancy (1979)","https://collections.ed.ac.uk/art/record/21630?highlight=*:*"
"1802","Heidi J P Kosaniuk","Untitled - Figure on the Beach (1984)","https://collections.ed.ac.uk/art/record/99438?highlight=*:*"
"1803","Hazel Sutherland","Unknown (JUN 1987)","https://collections.ed.ac.uk/art/record/53606?highlight=*:*"
"1804","Leah Oates","Cup of Life (1994)","https://collections.ed.ac.uk/art/record/21558?highlight=*:*"
"1805","Mary C. A. Edmond","Reclining Nude - Female (1953)","https://collections.ed.ac.uk/art/record/22722?highlight=*:*"
"1806","Paul J Donaldson","Untitled (Standing Figures)","https://collections.ed.ac.uk/art/record/21447?highlight=*:*"
"1807","Edmundus Saladzius","Disturbance (2007)","https://collections.ed.ac.uk/art/record/99891?highlight=*:*"
"1808","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53710?highlight=*:*"
"1809","Robin S. Taylor","Masked Divers","https://collections.ed.ac.uk/art/record/22683?highlight=*:*"
"1810","Dorothy M. Peach","Farm Building (1946)","https://collections.ed.ac.uk/art/record/22735?highlight=*:*"
"1811","Eric Ritchie","Tennis Courts (1952)","https://collections.ed.ac.uk/art/record/22641?highlight=*:*"
"1812","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53553?highlight=*:*"
"1813","Unknown","Gem cabinet 6 (of 6) containing 43 medallions","https://collections.ed.ac.uk/art/record/20620?highlight=*:*"
"1814","Dorothy M. Peach","Portrait - Girl (1946)","https://collections.ed.ac.uk/art/record/22707?highlight=*:*"
"1815","Ann F Ward","Untitled - Scene with Figures Relaxing in the Sun (1961-1962)","https://collections.ed.ac.uk/art/record/99352?highlight=*:*"
"1816","Frelyn Morton","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21969?highlight=*:*"
"1817","John Johnstone","West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20673?highlight=*:*"
"1818","Gordon MacDonald","Autumnal Image","https://collections.ed.ac.uk/art/record/22632?highlight=*:*"
"1819","William Gillon","Abstract Composition in Yellow and Blue (Circa 1976)","https://collections.ed.ac.uk/art/record/22556?highlight=*:*"
"1820","Jo Ganter","Abstract Male Nude in Landscape (1965)","https://collections.ed.ac.uk/art/record/21313?highlight=*:*"
"1821","Maureen Purcell","Untitled (2002)","https://collections.ed.ac.uk/art/record/99923?highlight=*:*"
"1822","Unknown","Untitled (1968)","https://collections.ed.ac.uk/art/record/22504?highlight=*:*"
"1823",NA,"Untitled (Mar 1997)","https://collections.ed.ac.uk/art/record/21919?highlight=*:*"
"1824","Adam M Martin","Kneeling Male Nude (1953)","https://collections.ed.ac.uk/art/record/21058?highlight=*:*"
"1825","Joakim Lund","The Mirror Conspiracy (2007)","https://collections.ed.ac.uk/art/record/99972?highlight=*:*"
"1826","Wendy Gunn","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21718?highlight=*:*"
"1827","Victoria C F Bernie","Tiraz (Unknown)","https://collections.ed.ac.uk/art/record/21918?highlight=*:*"
"1828","Alastair Flattely","Edinburgh Old Town Cityscape (1950)","https://collections.ed.ac.uk/art/record/21375?highlight=*:*"
"1829","Patrick Wichtler","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21949?highlight=*:*"
"1830","Jim Hickey","Multi Coloured Geometric (1971)","https://collections.ed.ac.uk/art/record/22602?highlight=*:*"
"1831","Stuart T. MacKenzie","Memories (1983)","https://collections.ed.ac.uk/art/record/22629?highlight=*:*"
"1832","C Pouzadoux","Bust of St. Joseph (1912)","https://collections.ed.ac.uk/art/record/20550?highlight=*:*"
"1833","Jean Connacher","Untitled (1961)","https://collections.ed.ac.uk/art/record/112343?highlight=*:*"
"1834","Derek McGuire","Untitled","https://collections.ed.ac.uk/art/record/112503?highlight=*:*"
"1835","A Scott","Portrait of a Woman (1953)","https://collections.ed.ac.uk/art/record/21198?highlight=*:*"
"1836","John Kingsley Cook","Trees in Kensington Gardens (Unknown)","https://collections.ed.ac.uk/art/record/21694?highlight=*:*"
"1837","Peter Standen","Still Life with Skeleton and Fruit (1958-1959)","https://collections.ed.ac.uk/art/record/20792?highlight=*:*"
"1838","Roger Cameron","Portrait of a Woman with Red Hair (1963)","https://collections.ed.ac.uk/art/record/21320?highlight=*:*"
"1839","Martin G C McKeown","Portrait of a Woman (1952)","https://collections.ed.ac.uk/art/record/21415?highlight=*:*"
"1840","Paresh C. Chakraborty","Untitled (1962)","https://collections.ed.ac.uk/art/record/112306?highlight=*:*"
"1841","Unknown","Portrait of Bearded Man with Bow Tie","https://collections.ed.ac.uk/art/record/22611?highlight=*:*"
"1842","Diana Douglas-Hamilton","Seated Male Nude (1953)","https://collections.ed.ac.uk/art/record/20928?highlight=*:*"
"1843","Martin Churchill","Monochrome Cityscape (Circa 1976)","https://collections.ed.ac.uk/art/record/22586?highlight=*:*"
"1844","V Thomson","Portrait of a Woman (1959)","https://collections.ed.ac.uk/art/record/20961?highlight=*:*"
"1845","Amy Marshall","Unknown, abstract (2004)","https://collections.ed.ac.uk/art/record/99487?highlight=*:*"
"1846","Unknown","Untitled","https://collections.ed.ac.uk/art/record/102725?highlight=*:*"
"1847","Unknown","Self Portrait in White Apron","https://collections.ed.ac.uk/art/record/22600?highlight=*:*"
"1848","Douglas Kerr","Seated Man Playing a Stringed Instrument (1952)","https://collections.ed.ac.uk/art/record/21040?highlight=*:*"
"1849","Seong Moy","Two Circus Acts in One (1958)","https://collections.ed.ac.uk/art/record/21704?highlight=*:*"
"1850","Betty Elston","Unknown (1949)","https://collections.ed.ac.uk/art/record/50581?highlight=*:*"
"1851","James Goodall","Untitled (1962)","https://collections.ed.ac.uk/art/record/99848?highlight=*:*"
"1852","Leszek Muszynski","Seated Female Nude (1949)","https://collections.ed.ac.uk/art/record/21075?highlight=*:*"
"1853","Robert Rivers","Untitled (1983)","https://collections.ed.ac.uk/art/record/99806?highlight=*:*"
"1854","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53551?highlight=*:*"
"1855","William Crozier 1893-1930","Volterra (Circa 1920)","https://collections.ed.ac.uk/art/record/21179?highlight=*:*"
"1856","Gordon Bryce","Untitled - Reclining Nude Woman in Pastel (1963)","https://collections.ed.ac.uk/art/record/99276?highlight=*:*"
"1857","John W. Corner","Unknown (1950)","https://collections.ed.ac.uk/art/record/50518?highlight=*:*"
"1858","Mabel D. Lawford","Nylqhare, Whipsnade (31 Aug 1946)","https://collections.ed.ac.uk/art/record/50535?highlight=*:*"
"1859","John Gilbert","Unknown (Mar 1960)","https://collections.ed.ac.uk/art/record/53492?highlight=*:*"
"1860","Ed Compson","Modulated Joy #1 (2016)","https://collections.ed.ac.uk/art/record/99267?highlight=*:*"
"1861","Kevin Maguire","Untitled (1967)","https://collections.ed.ac.uk/art/record/22027?highlight=*:*"
"1862","Rebecca Crompton","Rebecca Crompton tray","https://collections.ed.ac.uk/art/record/102696?highlight=*:*"
"1863","James Bellinger","Shimmurmur (2006)","https://collections.ed.ac.uk/art/record/99887?highlight=*:*"
"1864","Hazel Holmes","Unknown","https://collections.ed.ac.uk/art/record/53598?highlight=*:*"
