"","Artists_names","titles","links"
"261","Sheila Arnot","Still Life with Green Boots and Knotted Rope (1987)","https://collections.ed.ac.uk/art/record/22543?highlight=*:*"
"262","Hugh Tuckerman","Untitled (1965)","https://collections.ed.ac.uk/art/record/22025?highlight=*:*"
"263","Denness Morton","Portrait of Standing Woman wearing Overalls (1959)","https://collections.ed.ac.uk/art/record/20889?highlight=*:*"
"264","Maureen Purcell","Untitled (1968)","https://collections.ed.ac.uk/art/record/22499?highlight=*:*"
"265","Ian G. Robertson","Abstract Composition with Blue Stripes (1969)","https://collections.ed.ac.uk/art/record/22562?highlight=*:*"
"266","Pamela Richardson","Untitled (1987)","https://collections.ed.ac.uk/art/record/21570?highlight=*:*"
"267","Emma Gillies","Teapot","https://collections.ed.ac.uk/art/record/53745?highlight=*:*"
"268","Andrew P. W. Conkie","Unknown (1958)","https://collections.ed.ac.uk/art/record/50524?highlight=*:*"
"269","Joseph Glover","Light Around Limbo (2016)","https://collections.ed.ac.uk/art/record/99263?highlight=*:*"
"270","Walter Miller","Reclining Female Nude (Jan 1958)","https://collections.ed.ac.uk/art/record/20906?highlight=*:*"
"271","Carl O Ekevall","Untitled (1962)","https://collections.ed.ac.uk/art/record/99497?highlight=*:*"
"272","June M. Morgan","Untitled - Nude Woman Wearing Veil (1962)","https://collections.ed.ac.uk/art/record/99354?highlight=*:*"
"273","David Freed","Ashes and Diamonds (Unknown)","https://collections.ed.ac.uk/art/record/21654?highlight=*:*"
"274","Ernest S. Lumsden","Boats and Collies (1929)","https://collections.ed.ac.uk/art/record/21751?highlight=*:*"
"275","Alexander Cree","Unknown (1950)","https://collections.ed.ac.uk/art/record/50544?highlight=*:*"
"276","Unknown","Venus Marina","https://collections.ed.ac.uk/art/record/20594?highlight=*:*"
"277","Llewella Brayne","Reclining Female Nude (14 Dec 1952)","https://collections.ed.ac.uk/art/record/20940?highlight=*:*"
"278","Walter Miller","Standing Female Nude (Nov 1957)","https://collections.ed.ac.uk/art/record/20908?highlight=*:*"
"279","Victoria C F Bernie","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21784?highlight=*:*"
"280","Emma Gillies","Lid","https://collections.ed.ac.uk/art/record/122079?highlight=*:*"
"281","Emma Gillies","Espresso Cup","https://collections.ed.ac.uk/art/record/53695?highlight=*:*"
"282","William Gillon","Untitled - Portrait of a Reading Woman (Apr 1963)","https://collections.ed.ac.uk/art/record/99478?highlight=*:*"
"283","James Cumming","Portrait of a Woman (1947)","https://collections.ed.ac.uk/art/record/21363?highlight=*:*"
"284","John Stewart","Untitled (1969)","https://collections.ed.ac.uk/art/record/99528?highlight=*:*"
"285","David C Duke","Untitled","https://collections.ed.ac.uk/art/record/22574?highlight=*:*"
"286","Hazel Walker","'Gordini' Fairground Ride","https://collections.ed.ac.uk/art/record/21508?highlight=*:*"
"287","Andrew Arnott","3,500 Men (May 1986)","https://collections.ed.ac.uk/art/record/99470?highlight=*:*"
"288","Unknown","Portrait of a Man (1957)","https://collections.ed.ac.uk/art/record/21250?highlight=*:*"
"289","Emma Gillies","Jug","https://collections.ed.ac.uk/art/record/53722?highlight=*:*"
"290","W Bryden","Seated Female Nude (1959)","https://collections.ed.ac.uk/art/record/21107?highlight=*:*"
"291","Ballantyne","Reclining Male Nude (1956)","https://collections.ed.ac.uk/art/record/21244?highlight=*:*"
"292","Alastair Mack","Hibernation (1987)","https://collections.ed.ac.uk/art/record/21842?highlight=*:*"
"293","William O. Little","Untitled - Life Drawing of Skeletons (1963)","https://collections.ed.ac.uk/art/record/99268?highlight=*:*"
"294","Allison E Sharpe","Riders from the North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20699?highlight=*:*"
"295","Peter Scott","Farm Building (01 May 1985)","https://collections.ed.ac.uk/art/record/21467?highlight=*:*"
"296","Unknown","Studio Corner (2003)","https://collections.ed.ac.uk/art/record/99937?highlight=*:*"
"297","S J Dooley","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21627?highlight=*:*"
"298","Kathleen Russell","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99912?highlight=*:*"
"299","Nicholas Patrick Reyntiens","Unknown (1962)","https://collections.ed.ac.uk/art/record/50503?highlight=*:*"
"300","Calum Wilson","Portrait of Seated Woman (1952)","https://collections.ed.ac.uk/art/record/21371?highlight=*:*"
"301",NA,"View of a Street (1980)","https://collections.ed.ac.uk/art/record/21454?highlight=*:*"
"302","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53705?highlight=*:*"
"303","Unknown","Child's collar. Chinese","https://collections.ed.ac.uk/art/record/102674?highlight=*:*"
"304","Unknown","Groom and horses from North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20713?highlight=*:*"
"305","Robert Euman","Fragment of ornament (arch springing)","https://collections.ed.ac.uk/art/record/20566?highlight=*:*"
"306","Anne Weddell","Abstract Landscape (1990)","https://collections.ed.ac.uk/art/record/22639?highlight=*:*"
"307","Jane Watt","Untitled (1990-1991)","https://collections.ed.ac.uk/art/record/21977?highlight=*:*"
"308","John McNairn","Opuntia Basilaris Engelmann and Bigelow 1856 (1993-1994)","https://collections.ed.ac.uk/art/record/99458?highlight=*:*"
"309","Unknown","Standing Male Nude (1930-1931)","https://collections.ed.ac.uk/art/record/21140?highlight=*:*"
"310","Margaret Lothian","Unknown","https://collections.ed.ac.uk/art/record/53581?highlight=*:*"
"311",NA,"Untitled (1967)","https://collections.ed.ac.uk/art/record/22026?highlight=*:*"
"312","John Bellany","Two Girls by the Harbour (2006)","https://collections.ed.ac.uk/art/record/21531?highlight=*:*"
"313","Alastair Flattely","Toledo (1950)","https://collections.ed.ac.uk/art/record/21374?highlight=*:*"
"314","Thomson","Portrait of a Woman's Head (1948)","https://collections.ed.ac.uk/art/record/20842?highlight=*:*"
"315","Valerie Donaldson","Stretching Male Nude (Circa 1953)","https://collections.ed.ac.uk/art/record/20949?highlight=*:*"
"316","Diana M. Douglas-Hamilton","Full length portrait of man from behind with three-point hat and sabre (22 Mar 1951)","https://collections.ed.ac.uk/art/record/53527?highlight=*:*"
"317","Unknown","Venus de Milo, 130-10 BC","https://collections.ed.ac.uk/art/record/20592?highlight=*:*"
"318","Unknown","Discophoros","https://collections.ed.ac.uk/art/record/20589?highlight=*:*"
"319","Donald Provan","Unknown (1985)","https://collections.ed.ac.uk/art/record/50418?highlight=*:*"
"320","Andrew Kidd","Portrait of a Woman (1951)","https://collections.ed.ac.uk/art/record/21235?highlight=*:*"
"321","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21870?highlight=*:*"
"322","Marjory Dickson","Portrait of a Bearded Man (1960)","https://collections.ed.ac.uk/art/record/20992?highlight=*:*"
"323","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21551?highlight=*:*"
"324","Katherine B K Burns","Unknown (1950)","https://collections.ed.ac.uk/art/record/50571?highlight=*:*"
"325","Gwen Reilly","Standing Male Nude (1959)","https://collections.ed.ac.uk/art/record/21151?highlight=*:*"
"326","Unknown","Inscription Panel from Trajan's Column (right side)","https://collections.ed.ac.uk/art/record/20537?highlight=*:*"
"327","James P W Syme","Landscape (1951)","https://collections.ed.ac.uk/art/record/20836?highlight=*:*"
"328","Iain West","Reclining Female Nude (1953)","https://collections.ed.ac.uk/art/record/20783?highlight=*:*"
"329","Laura McPherson","Untitled - Abstract Road (1965)","https://collections.ed.ac.uk/art/record/99393?highlight=*:*"
"330","William Gillon","Untitled - City Highrise (Feb 1962)","https://collections.ed.ac.uk/art/record/99482?highlight=*:*"
"331","James T Carlyle","Abstract Composition (1962)","https://collections.ed.ac.uk/art/record/21280?highlight=*:*"
"332","John P Busby","Wildflowers and Butterfly (Circa 1954)","https://collections.ed.ac.uk/art/record/22627?highlight=*:*"
"333","Richard Easson","Untitled (1969)","https://collections.ed.ac.uk/art/record/99830?highlight=*:*"
"334","Emma Gillies","Espresso Saucer","https://collections.ed.ac.uk/art/record/53680?highlight=*:*"
"335","Allison E Sharpe","Pylons in the Landscape (01 May 1985)","https://collections.ed.ac.uk/art/record/21468?highlight=*:*"
"336","Charles Myatt","Obstacle - Exploded Drawing (2014)","https://collections.ed.ac.uk/art/record/47456?highlight=*:*"
"337","Unknown","Untitled (1983)","https://collections.ed.ac.uk/art/record/21837?highlight=*:*"
"338","Edith Duke","Drawing of Monaghan (1955)","https://collections.ed.ac.uk/art/record/21217?highlight=*:*"
"339","J Salter","Seated Male Nude (1955)","https://collections.ed.ac.uk/art/record/21193?highlight=*:*"
"340","C Byron","Portrait of a Man Seated (1959)","https://collections.ed.ac.uk/art/record/20914?highlight=*:*"
"341","Meriel A W de C Acton","Untitled - Nude Woman in Red Reclining on a Red Couch (1963)","https://collections.ed.ac.uk/art/record/99476?highlight=*:*"
"342","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53649?highlight=*:*"
"343","Alexander F Mitchell","Portrait of a Young Man (1950)","https://collections.ed.ac.uk/art/record/21056?highlight=*:*"
"344","Margaret Proudfoot","Townscape with Church (1955)","https://collections.ed.ac.uk/art/record/21034?highlight=*:*"
"345","Audry Redpath","Unknown","https://collections.ed.ac.uk/art/record/50434?highlight=*:*"
"346","Fionna Buck","Swirl V (1998)","https://collections.ed.ac.uk/art/record/21674?highlight=*:*"
"347","Alex Sutherland","Reclining Male Nude (1954)","https://collections.ed.ac.uk/art/record/21248?highlight=*:*"
"348","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53639?highlight=*:*"
"349","R Callender","Study for Mural - Industrial Unrest","https://collections.ed.ac.uk/art/record/21147?highlight=*:*"
"350","William J. Dungate","Reclining Male Nude (1957)","https://collections.ed.ac.uk/art/record/20964?highlight=*:*"
"351","Unknown","Broderie Anglais jacket","https://collections.ed.ac.uk/art/record/102664?highlight=*:*"
"352","John Johnstone","No 98 (1960)","https://collections.ed.ac.uk/art/record/99256?highlight=*:*"
"353","Kenneth Dingwall","Portrait of a Woman (1959)","https://collections.ed.ac.uk/art/record/21328?highlight=*:*"
"354","George Roderick Carmichael","Unknown","https://collections.ed.ac.uk/art/record/50566?highlight=*:*"
"355","David Giblin","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21635?highlight=*:*"
"356","Alejandro B. Brasó","Unknown (1957)","https://collections.ed.ac.uk/art/record/50602?highlight=*:*"
"357","Laurence Roche","Untitled (1967)","https://collections.ed.ac.uk/art/record/22480?highlight=*:*"
"358","Daisy Silver","Minoan Fertility Goddess Figurines (2017)","https://collections.ed.ac.uk/art/record/100015?highlight=*:*"
"359","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99960?highlight=*:*"
"360","Anna Millar","Black Bodice (1996)","https://collections.ed.ac.uk/art/record/22612?highlight=*:*"
"361","Richard Lovell","Unknown (1949)","https://collections.ed.ac.uk/art/record/50488?highlight=*:*"
"362","Ann F Ward","Untitled - Cubist Guitar Player (1963)","https://collections.ed.ac.uk/art/record/99350?highlight=*:*"
"363","Jennifer Blake","Legless Graham (Unknown)","https://collections.ed.ac.uk/art/record/21997?highlight=*:*"
"364","Laura McPherson","Untitled - Abstract Forest Landscape (1965-1966)","https://collections.ed.ac.uk/art/record/99391?highlight=*:*"
"365","Emma Gillies","Cow","https://collections.ed.ac.uk/art/record/53757?highlight=*:*"
"366","John Bellany","Standing Woman","https://collections.ed.ac.uk/art/record/20766?highlight=*:*"
"367","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50381?highlight=*:*"
"368","John P Busby","Portrait of a Seated Woman (1954)","https://collections.ed.ac.uk/art/record/21376?highlight=*:*"
"369","Ian Hodkinson","Untitled (1954)","https://collections.ed.ac.uk/art/record/111041?highlight=*:*"
"370","Delia M Surplice","Craigleith Island July '92 (1992)","https://collections.ed.ac.uk/art/record/99415?highlight=*:*"
"371","Donald C S Shaw","Portrait of a Man (1968)","https://collections.ed.ac.uk/art/record/21403?highlight=*:*"
"372","Robin Kukiel","Untitled (2003)","https://collections.ed.ac.uk/art/record/99932?highlight=*:*"
"373","Adam M Martin","Unttiled (Unknown)","https://collections.ed.ac.uk/art/record/21830?highlight=*:*"
"374","Unknown","Pair of sleeves","https://collections.ed.ac.uk/art/record/102676?highlight=*:*"
"375","Asbjorn Hollerud","Woodland #4 (2007)","https://collections.ed.ac.uk/art/record/99898?highlight=*:*"
"376","John Thompson","Three Views of a Standing Male Nude with hand on hip (1948)","https://collections.ed.ac.uk/art/record/20845?highlight=*:*"
"377","Eden Hawkins","Hairy Veg (2016)","https://collections.ed.ac.uk/art/record/99266?highlight=*:*"
"378","Isobel T Johnstone","Untitled - Drawing of Harbour (1967)","https://collections.ed.ac.uk/art/record/99255?highlight=*:*"
"379","Unknown","Italian quilting in frame","https://collections.ed.ac.uk/art/record/102666?highlight=*:*"
"380","Boris Bućan","Tskihrva (Unknown)","https://collections.ed.ac.uk/art/record/22043?highlight=*:*"
"381","Leszek Muszynski","Portrait of a Woman (1949)","https://collections.ed.ac.uk/art/record/21076?highlight=*:*"
"382","Polly A. Lister","Small Portrait of a Woman in Brown","https://collections.ed.ac.uk/art/record/22672?highlight=*:*"
"383","Margaret Clyde","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21628?highlight=*:*"
"384","Emma Gillies","Espresso Cup","https://collections.ed.ac.uk/art/record/53701?highlight=*:*"
"385","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53626?highlight=*:*"
"386","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53631?highlight=*:*"
"387","Christine Watson","Untitled (1967)","https://collections.ed.ac.uk/art/record/21772?highlight=*:*"
"388","Katherine Cowan","Unknown (1958)","https://collections.ed.ac.uk/art/record/50514?highlight=*:*"
"389","Pavlov Chailly","From the Viking Age (1897)","https://collections.ed.ac.uk/art/record/50469?highlight=*:*"
"390","S J Dooley","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99911?highlight=*:*"
"391","Vikki Hill","Untitled (2007)","https://collections.ed.ac.uk/art/record/99966?highlight=*:*"
"392","Donald Clark","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21636?highlight=*:*"
"393","Unknown","Trafalgar Square (1963)","https://collections.ed.ac.uk/art/record/21773?highlight=*:*"
"394","James P W Syme","Seated Nude Woman (1951)","https://collections.ed.ac.uk/art/record/22513?highlight=*:*"
"395","Dorothy Black","Shell-Shapes (1989)","https://collections.ed.ac.uk/art/record/21973?highlight=*:*"
"396","Brent D. Millar","Unknown (1969)","https://collections.ed.ac.uk/art/record/50378?highlight=*:*"
"397","Unknown","Coupar","https://collections.ed.ac.uk/art/record/50409?highlight=*:*"
"398","Patrick W. Barclay","Quick Sketch (1950)","https://collections.ed.ac.uk/art/record/50619?highlight=*:*"
"399","Unknown","Couple Near a Window","https://collections.ed.ac.uk/art/record/22597?highlight=*:*"
"400","Emma Smith","Transposition (Red and Gold) (2014)","https://collections.ed.ac.uk/art/record/47457?highlight=*:*"
"401",NA,"Bust of the Prima Porta Augustus Caesar (Post 1863)","https://collections.ed.ac.uk/art/record/20549?highlight=*:*"
"402","Iona Murray","Untitled - Three Horse Riders (1963)","https://collections.ed.ac.uk/art/record/99403?highlight=*:*"
"403","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53541?highlight=*:*"
"404","Jane Watt","Opuntia Basilaris Engelmann and Bigelow 1957 (1993-1994)","https://collections.ed.ac.uk/art/record/99459?highlight=*:*"
"405","John O'Neill","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/21154?highlight=*:*"
"406","Unknown","Hyde Park","https://collections.ed.ac.uk/art/record/50476?highlight=*:*"
"407","Andrew P. W. Conkie","Unknown (1958)","https://collections.ed.ac.uk/art/record/50525?highlight=*:*"
"408","Unknown","Untitled (1980)","https://collections.ed.ac.uk/art/record/99824?highlight=*:*"
"409","Alistair Bell","Untitled - Portrait of a Man (1968)","https://collections.ed.ac.uk/art/record/99378?highlight=*:*"
"410","Barreton","Seated Man in Traditional Dress (1960s)","https://collections.ed.ac.uk/art/record/21290?highlight=*:*"
"411","Deborah Eadie","Untitled (1962)","https://collections.ed.ac.uk/art/record/112447?highlight=*:*"
